key,company,title,bucket,location,comp,posted,age\_days,score,new,url  
gh:humaninterest:8165356,Human Interest,Partner Account Manager - Maryland,Sales,"United States, Remote",,2026-09-02,2,56,NEW,https://job-boards.greenhouse.io/humaninterest/jobs/8165356  
gh:humaninterest:8165317,Human Interest,Partner Account Manager - Miami,Sales,"United States, Remote",,2026-08-31,4,56,NEW,https://job-boards.greenhouse.io/humaninterest/jobs/8165317  
gh:humaninterest:8165366,Human Interest,Partner Account Manager - New York City,Sales,"New York City, NY Remote",,2026-09-01,3,56,NEW,https://job-boards.greenhouse.io/humaninterest/jobs/8165366  
gh:humaninterest:8165309,Human Interest,Partner Account Manager - North Virginia,Sales,"United States, Remote",,2026-09-01,3,56,NEW,https://job-boards.greenhouse.io/humaninterest/jobs/8165309  
gh:humaninterest:8165360,Human Interest,Partner Account Manager - Orange County,Sales,"Santa Ana, CA Remote",,2026-08-31,4,56,NEW,https://job-boards.greenhouse.io/humaninterest/jobs/8165360  
gh:humaninterest:8165368,Human Interest,Partner Account Manager - Phoenix,Sales,"Phoenix, AZ Remote",,2026-08-31,4,56,NEW,https://job-boards.greenhouse.io/humaninterest/jobs/8165368  
gh:humaninterest:8165332,Human Interest,Partner Account Manager - Queens,Sales,"United States, Remote",,2026-08-31,4,56,NEW,https://job-boards.greenhouse.io/humaninterest/jobs/8165332  
gh:humaninterest:8048732,Human Interest,Partner Account Manager - Raleigh,Sales,"United States, Remote",,2026-07-07,59,56,NEW,https://job-boards.greenhouse.io/humaninterest/jobs/8048732  
gh:humaninterest:8165344,Human Interest,Partner Account Manager - Raleigh,Sales,"Raleigh, NC Remote",,2026-08-31,4,56,NEW,https://job-boards.greenhouse.io/humaninterest/jobs/8165344  
gh:humaninterest:8165358,Human Interest,Partner Account Manager - San Francisco,Sales,"San Francisco, CA Remote",,2026-08-31,4,56,NEW,https://job-boards.greenhouse.io/humaninterest/jobs/8165358  
gh:humaninterest:8165319,Human Interest,Partner Account Manager - Winston-Salem/Greensboro NC,Sales,"Winston-Salem, Greensboro, NC Remote",,2026-08-31,4,56,NEW,https://job-boards.greenhouse.io/humaninterest/jobs/8165319  
gh:mercury:6174117004,Mercury,Knowledge & Enablement Lead,Enablement,"San Francisco, CA, New York, NY, Portland, OR, or Remote within Canada or United States",,2026-08-28,7,56,NEW,https://job-boards.greenhouse.io/mercury/jobs/6174117004  
gh:natera:6150022004,Natera,"Mgr, Inside Sales",Sales,US Remote,,2026-08-21,14,56,NEW,https://job-boards.greenhouse.io/natera/jobs/6150022004  
ashby:notion:c799f1f0-0e7b-4eac-98ce-44223130f2b0,Notion,Workflow + Process Designer (AI Enablement),Enablement,"San Francisco, California; Remote",,2026-08-24,11,56,NEW,https://jobs.ashbyhq.com/notion/c799f1f0-0e7b-4eac-98ce-44223130f2b0  
ashby:notion:98bb09a8-2fdf-4c12-84dd-8568553159d8,Notion,"Manager, Enablement Programs",Enablement,"San Francisco, California; Remote",,2026-09-01,3,56,NEW,https://jobs.ashbyhq.com/notion/98bb09a8-2fdf-4c12-84dd-8568553159d8  
ashby:plaid:5190527d-06e6-4dfa-bff4-e059482f66d1,Plaid,Account Manager - Enterprise - Territory Accounts,Sales,San Francisco HQ; New York City Office; Remote,$148.8K – $176.4K,2026-07-22,44,56,NEW,https://jobs.ashbyhq.com/plaid/5190527d-06e6-4dfa-bff4-e059482f66d1  
ashby:plaid:e7536a96-d3d5-4f20-bbeb-aef633be45e0,Plaid,Revenue Enablement Leader,Enablement,Remote United States; San Francisco HQ; Remote,$201.6K – $272.4K • Offers Equity • Offers Commission,2026-09-02,2,56,NEW,https://jobs.ashbyhq.com/plaid/e7536a96-d3d5-4f20-bbeb-aef633be45e0  
gh:purestorage:8176846,Pure Storage,"Global Account Manager, Strategics (New York)",Sales,"Remote, New York",,2026-09-04,0,56,NEW,https://job-boards.greenhouse.io/purestorage/jobs/8176846  
gh:purestorage:8110222,Pure Storage,Partner Account Manager - Rockies,Sales,"Remote, Colorado; Remote, Utah",,2026-08-19,16,56,NEW,https://job-boards.greenhouse.io/purestorage/jobs/8110222  
gh:purestorage:8160222,Pure Storage,Partner Account Manager - Strategics Americas ,Sales,"Boston, Massachusetts; Chicago, Illinois; New York, New York; Philadelphia, Pennsylvania; Raleigh, North Carolina; Remote, Connecticut; Remote, New Jersey",,2026-08-28,7,56,NEW,https://job-boards.greenhouse.io/purestorage/jobs/8160222  
gh:twilio:8122899,Twilio,Digital Sales Representative 2,Sales,Remote - US,,2026-08-18,17,56,NEW,https://job-boards.greenhouse.io/twilio/jobs/8122899  
gh:twilio:8067913,Twilio,Technical Account Manager,Sales,Remote - Colombia,,2026-07-22,44,56,NEW,https://job-boards.greenhouse.io/twilio/jobs/8067913  
gh:twilio:8067909,Twilio,Technical Account Manager 3,Sales,Remote - Colombia,,2026-07-22,44,56,NEW,https://job-boards.greenhouse.io/twilio/jobs/8067909  
gh:twilio:8028956,Twilio,Technical Account Manager 3,Sales,Remote - Colombia,,2026-07-06,60,56,NEW,https://job-boards.greenhouse.io/twilio/jobs/8028956  
gh:zscaler:5222793007,Zscaler,Renewals Account Manager,Sales,Remote - USA,,2026-09-02,2,56,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5222793007  
gh:zscaler:5218205007,Zscaler,Renewals Account Manager,Sales,Remote - USA,,2026-09-02,2,56,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5218205007  
ashby:ramp:29b679a8-9990-48c1-b91e-001c566ced27,Ramp,"Solutions Consultant, Enterprise ",Other,"New York, NY (HQ); San Francisco, CA; Remote (US); Miami, FL; Remote",$195K – $298K • Offers Equity • Offers Equity • Offers Commission • Multiple Ranges,2026-09-03,1,55,NEW,https://jobs.ashbyhq.com/ramp/29b679a8-9990-48c1-b91e-001c566ced27  
ashby:ramp:f36f233b-bb27-4334-87df-8dc02b897724,Ramp,"Solutions Consultant, Mid-Market",Other,"New York, NY (HQ); Remote (Canada); San Francisco, CA; Remote (US); Miami, FL; Remote",$151K – $231K • Offers Equity • Offers Commission • Multiple Ranges,2026-07-28,38,55,NEW,https://jobs.ashbyhq.com/ramp/f36f233b-bb27-4334-87df-8dc02b897724  
ashby:ramp:220e674a-fc70-439f-bacf-687553ca59c9,Ramp,"Solutions Consultant, Commercial",Other,"Remote (US); Remote (Canada); San Francisco, CA; New York, NY (HQ); Toronto, ON; Miami, FL; Remote",$119K – $189K • Offers Equity • Multiple Ranges,2026-07-13,53,55,NEW,https://jobs.ashbyhq.com/ramp/220e674a-fc70-439f-bacf-687553ca59c9  
ashby:ramp:157bb000-868b-4a6d-9143-67619871812f,Ramp,"Solutions Consultant, Public Sector",Other,"New York, NY (HQ); Remote",$158K – $242K • Offers Equity • Multiple Ranges,2026-08-14,21,55,NEW,https://jobs.ashbyhq.com/ramp/157bb000-868b-4a6d-9143-67619871812f  
ashby:1password:9854ad4c-6176-43e0-a379-53a238839f15,1Password,"Account Executive, Enterprise - New York City Metro",AE,"New York, NY; Remote",,2026-09-02,2,54,NEW,https://jobs.ashbyhq.com/1password/9854ad4c-6176-43e0-a379-53a238839f15  
gh:abnormalsecurity:7788905003,Abnormal Security,Enterprise Account Executive - Southeast Florida,AE,Remote - USA,,2026-07-07,59,54,NEW,https://abnormal.ai/careers/jobs/7788905003?gh\_jid=7788905003  
gh:abnormalsecurity:7801760003,Abnormal Security,Major Account Executive - NYC/New Jersey,AE,Remote - USA,,2026-07-17,49,54,NEW,https://abnormal.ai/careers/jobs/7801760003?gh\_jid=7801760003  
gh:abnormalsecurity:7894340003,Abnormal Security,Mid-Market Account Executive - Cincinnati,AE,Remote - USA,,2026-08-18,17,54,NEW,https://abnormal.ai/careers/jobs/7894340003?gh\_jid=7894340003  
gh:datadog:8157360,Datadog,Strategic Account Executive,AE,"Florida, USA, Remote",,2026-08-28,7,54,NEW,https://careers.datadoghq.com/detail/8157360/?gh\_jid=8157360  
gh:datadog:8021535,Datadog,Strategic Account Executive (FED),AE,"District of Columbia, USA, Remote; Maryland, USA, Remote; Virginia, USA, Remote",,2026-08-19,16,54,NEW,https://careers.datadoghq.com/detail/8021535/?gh\_jid=8021535  
gh:gitlab:8592555002,GitLab,"Commercial Account Executive, Named - West",AE,"Remote, United States",,2026-08-03,32,54,NEW,https://job-boards.greenhouse.io/gitlab/jobs/8592555002  
gh:gitlab:8684071002,GitLab,"Commercial Account Executive, Northern Cone",AE,"Remote, Mexico; Remote, United States",,2026-08-11,24,54,NEW,https://job-boards.greenhouse.io/gitlab/jobs/8684071002  
gh:gitlab:8649994002,GitLab,"Public Sector Strategic Account Executive, SLED - Mountain Plains",AE,"Remote, United States",,2026-08-07,28,54,NEW,https://job-boards.greenhouse.io/gitlab/jobs/8649994002  
gh:gitlab:8637995002,GitLab,Strategic Account Executive - MENA,AE,"Remote, KSA; Remote, UAE",,2026-07-22,44,54,NEW,https://job-boards.greenhouse.io/gitlab/jobs/8637995002  
gh:gitlab:8675560002,GitLab,"Strategic Account Executive, Poland",AE,Remote,,2026-08-10,25,54,NEW,https://job-boards.greenhouse.io/gitlab/jobs/8675560002  
gh:gitlab:8706202002,GitLab,Strategic Account Executive - Seattle ,AE,"Remote, United States",,2026-08-17,18,54,NEW,https://job-boards.greenhouse.io/gitlab/jobs/8706202002  
gh:gitlab:8656848002,GitLab,"Strategic Account Executive, Southeast",AE,"Remote, United States",,2026-07-31,35,54,NEW,https://job-boards.greenhouse.io/gitlab/jobs/8656848002  
gh:gitlab:8609979002,GitLab,Strategic Account Executive - Turkey ,AE,"Remote, Turkey",,2026-07-17,49,54,NEW,https://job-boards.greenhouse.io/gitlab/jobs/8609979002  
gh:gusto:8075935,Gusto,Retirement Sales Account Executive,AE,"Atlanta, GA - Remote; Denver, CO - Hybrid; Phoenix, AZ - Remote",,2026-07-28,38,54,NEW,https://job-boards.greenhouse.io/gusto/jobs/8075935  
gh:hightouch:6173640004,Hightouch,"Enterprise Account Executive - Los Angeles, CA / Orange County, CA",AE,"Remote (Los Angeles, CA / Orange County, CA)",,2026-08-28,7,54,NEW,https://job-boards.greenhouse.io/hightouch/jobs/6173640004  
gh:humaninterest:8140495,Human Interest,Account Executive (Bilingual) ,AE,"United States, Remote",,2026-08-19,16,54,NEW,https://job-boards.greenhouse.io/humaninterest/jobs/8140495  
gh:humaninterest:8165313,Human Interest,Account Executive - Florida,AE,"United States, Remote",,2026-09-02,2,54,NEW,https://job-boards.greenhouse.io/humaninterest/jobs/8165313  
gh:humaninterest:8174131,Human Interest,Account Executive - New England,AE,"United States, Remote",,2026-09-03,1,54,NEW,https://job-boards.greenhouse.io/humaninterest/jobs/8174131  
gh:justworks:8162978,Justworks,"Account Executive - In-Territory (Salt Lake City, UT)",AE,Remote - U.S.A.,,2026-08-27,8,54,NEW,https://boards.greenhouse.io/justworks/jobs/8162978?gh\_jid=8162978  
gh:purestorage:8157796,Pure Storage,"Account Executive, Commercial (Alaska)",AE,"Remote, Alaska",,2026-08-27,8,54,NEW,https://job-boards.greenhouse.io/purestorage/jobs/8157796  
gh:purestorage:8069472,Pure Storage,"Account Executive, Commercial (Pittsburgh)",AE,"Remote, Pennsylvania",,2026-07-20,46,54,NEW,https://job-boards.greenhouse.io/purestorage/jobs/8069472  
gh:purestorage:8145906,Pure Storage,"Account Executive, Commercial (Upstate New York)",AE,"Remote, New York",,2026-08-24,11,54,NEW,https://job-boards.greenhouse.io/purestorage/jobs/8145906  
gh:purestorage:8059788,Pure Storage,"Account Executive, Enterprise (Los Angeles/Orange County)",AE,"Remote, California",,2026-07-13,53,54,NEW,https://job-boards.greenhouse.io/purestorage/jobs/8059788  
gh:purestorage:8159829,Pure Storage,"Account Executive, Enterprise (Virginia)",AE,"Remote, Virginia",,2026-09-01,3,54,NEW,https://job-boards.greenhouse.io/purestorage/jobs/8159829  
gh:purestorage:8081943,Pure Storage,"Account Executive, Federal (Washington, DC)",AE,"Remote, Maryland; Remote, Virginia; Remote, Washington D.C.",,2026-07-23,43,54,NEW,https://job-boards.greenhouse.io/purestorage/jobs/8081943  
gh:purestorage:8103422,Pure Storage,"Account Executive, SLED (TOLA)",AE,"Remote, Oklahoma",,2026-08-03,32,54,NEW,https://job-boards.greenhouse.io/purestorage/jobs/8103422  
ashby:snowflake:71c118bf-7f7f-4b07-acbd-47b2b624de19,Snowflake,Enterprise Account Executive,AE,IN-Delhi-Remote; Remote,,2026-07-27,39,54,NEW,https://jobs.ashbyhq.com/snowflake/71c118bf-7f7f-4b07-acbd-47b2b624de19  
ashby:snowflake:a4a787f7-75f3-43d9-b46b-3441817abacb,Snowflake,"Expansion Account Executive - Life Sciences, Belgium",AE,BE-Belgium-Remote; Remote,,2026-08-27,8,54,NEW,https://jobs.ashbyhq.com/snowflake/a4a787f7-75f3-43d9-b46b-3441817abacb  
ashby:snowflake:06a24de6-e015-4215-bd21-8c21409d6058,Snowflake,Commercial Account Executive,AE,IN-Bangalore-MSO; Remote,,2026-07-31,35,54,NEW,https://jobs.ashbyhq.com/snowflake/06a24de6-e015-4215-bd21-8c21409d6058  
ashby:snowflake:f40e6bf9-45bb-4159-b900-b5cdd06fe1dc,Snowflake,Commercial Account Executive - Expansion,AE,SE-Stockholm-MSO; Remote,,2026-08-20,15,54,NEW,https://jobs.ashbyhq.com/snowflake/f40e6bf9-45bb-4159-b900-b5cdd06fe1dc  
gh:stripe:8107136,Stripe,"Account Executive, Enterprise (Grower) ",AE,"US-San Francisco, US-Seattle, US-West Coast (Remote) ",,2026-08-10,25,54,NEW,https://stripe.com/jobs/search?gh\_jid=8107136  
gh:tebra:4712282005,Tebra,"Account Executive, Growth",AE,United States - Remote,,2026-07-14,52,54,NEW,https://job-boards.greenhouse.io/tebra/jobs/4712282005  
gh:toast:8173946,Toast,"Mid Market Account Executive, Toast Retail",AE,"Remote, United States",,2026-09-02,2,54,NEW,https://careers.toasttab.com/jobs?gh\_jid=8173946  
gh:toast:8173948,Toast,"Mid Market Account Executive, Toast Retail",AE,"Remote, United States",,2026-09-02,2,54,NEW,https://careers.toasttab.com/jobs?gh\_jid=8173948  
gh:toast:8173861,Toast,"Mid Market Account Executive, Toast Retail",AE,"Remote, United States",,2026-09-02,2,54,NEW,https://careers.toasttab.com/jobs?gh\_jid=8173861  
gh:twilio:8177722,Twilio,Account Executive 3,AE,Remote - US,,2026-09-04,0,54,NEW,https://job-boards.greenhouse.io/twilio/jobs/8177722  
gh:twilio:8164465,Twilio,Account Executive 4,AE,Remote - Colombia,,2026-09-03,1,54,NEW,https://job-boards.greenhouse.io/twilio/jobs/8164465  
gh:zscaler:5190626007,Zscaler,"Account Executive, Commercial - Mid Atlantic",AE,"Remote - Maryland, USA; Remote - New Jersey, USA; Remote - New York, USA; Remote - Pennsylvania, USA; Remote - Virginia, USA",,2026-09-01,3,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5190626007  
gh:zscaler:5221105007,Zscaler,"Account Executive, Commercial - NorCal",AE,"Remote - California, USA",,2026-09-01,3,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5221105007  
gh:zscaler:5156009007,Zscaler, Account Executive - Enterprise,AE,Remote - Taiwan,,2026-07-15,51,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5156009007  
gh:zscaler:5139790007,Zscaler,"Account Executive, Enterprise",AE,Remote - Austria,,2026-07-30,36,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5139790007  
gh:zscaler:5150437007,Zscaler,"Account Executive - Enterprise, Florida",AE,"Remote - Florida, USA",,2026-08-10,25,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5150437007  
gh:zscaler:5204282007,Zscaler,"Account Executive, Enterprise - Mid Atlantic",AE,"Remote - New Jersey, USA; Remote - New York, USA; Remote - Pennsylvania, USA",,2026-08-14,21,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5204282007  
gh:zscaler:5202097007,Zscaler,"Account Executive - Enterprise, North Carolina",AE,"Remote - North Carolina, USA",,2026-08-06,29,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5202097007  
gh:zscaler:5193214007,Zscaler,"Account Executive, Enterprise - NY/NJ",AE,"Remote - New York, USA",,2026-07-23,43,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5193214007  
gh:zscaler:5225447007,Zscaler,"Account Executive, Enterprise - Southern CA",AE,"Remote - California, USA",,2026-09-01,3,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5225447007  
gh:zscaler:5207284007,Zscaler,Account Executive - Fed Civilian,AE,"Remote - D.C., USA",,2026-08-12,23,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5207284007  
gh:zscaler:5141035007,Zscaler,Account Executive - Healthcare UT/AZ/CA,AE,"Remote - Arizona, USA; Remote - California, USA; Remote - Utah, USA",,2026-07-28,38,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5141035007  
gh:zscaler:5204284007,Zscaler,"Account Executive (Hunter) - Enterprise, Florida",AE,"Remote - Florida, USA",,2026-08-11,24,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5204284007  
gh:zscaler:5087216007,Zscaler,"Account Executive, Majors - Carolinas ",AE,"Remote - North Carolina, USA",,2026-08-06,29,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5087216007  
gh:zscaler:5188449007,Zscaler,Account Executive - Majors - Chicago,AE,"Remote - Illinois, USA",,2026-07-22,44,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5188449007  
gh:zscaler:5198856007,Zscaler,Account Executive - Majors- Chicago,AE,"Remote - Illinois, USA",,2026-08-20,15,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5198856007  
gh:zscaler:5198848007,Zscaler,"Account Executive - Majors, Chicago",AE,"Remote - Illinois, USA",,2026-07-31,35,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5198848007  
gh:zscaler:5210705007,Zscaler,"Account Executive - Majors, Florida",AE,"Remote - Florida, USA",,2026-08-14,21,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5210705007  
gh:zscaler:5223329007,Zscaler,"Account Executive, Majors - New England",AE,"Remote - Massachusetts, USA",,2026-09-01,3,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5223329007  
gh:zscaler:5188451007,Zscaler,"Account Executive, Majors - NY/NJ",AE,"Remote - New Jersey, USA; Remote - New York, USA",,2026-07-22,44,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5188451007  
gh:zscaler:5188453007,Zscaler,Account Executive - Majors - Pittsburgh,AE,"Remote - Pennsylvania, USA",,2026-07-22,44,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5188453007  
gh:zscaler:5197818007,Zscaler,"Account Executive, Majors - Romandy",AE,Remote - Switzerland,,2026-08-19,16,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5197818007  
gh:zscaler:5188455007,Zscaler,"Account Executive, Majors - Tennessee ",AE,"Remote - Tennessee, USA",,2026-07-22,44,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5188455007  
gh:zscaler:5211134007,Zscaler,Sales Account Executive 1 - Enterprise,AE,Remote - Belgium,,2026-08-20,15,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5211134007  
gh:zscaler:5210195007,Zscaler,Sales Account Executive 3 - Majors,AE,Remote - Denmark,,2026-08-17,18,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5210195007  
gh:zscaler:5139786007,Zscaler,"Sales Account Executive, Enterprise",AE,Remote - Sweden,,2026-08-12,23,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5139786007  
gh:zscaler:5193218007,Zscaler,"Sales Account Executive, Majors",AE,Remote - Sweden,,2026-08-12,23,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5193218007  
gh:zscaler:5179466007,Zscaler,"Specialist Account Executive, Data Security - Enterprise, East ",AE,"Remote - Massachusetts, USA; Remote - New York, USA",,2026-07-09,57,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5179466007  
gh:zscaler:5216237007,Zscaler,"Specialist Account Executive, SecOps - Commercial, IL/OH/CO",AE,"Remote - Colorado, USA; Remote - Illinois, USA; Remote - Ohio, USA",,2026-08-21,14,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5216237007  
gh:zscaler:5216235007,Zscaler,"Specialist Account Executive, SecOps - Enterprise, PA/MD/VA/DC/Fed",AE,"Remote - Maryland, USA; Remote - Pennsylvania, USA; Remote - Virginia, USA",,2026-08-21,14,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5216235007  
gh:zscaler:5216239007,Zscaler,"Specialist Account Executive, SecOps - Enterprise, West + Central",AE,"Remote - California, USA; Remote - Colorado, USA; Remote - Ohio, USA",,2026-08-21,14,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5216239007  
gh:zscaler:5196221007,Zscaler,"Specialist Account Executive, ZT Branch - Commercial, West + Central",AE,"Remote - California, USA; Remote - Colorado, USA; Remote - Illinois, USA",,2026-08-07,28,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5196221007  
gh:zscaler:5199287007,Zscaler,"Specialist Account Executive, ZT Branch - Majors, West + Central",AE,"Remote - California, USA; Remote - Colorado, USA; Remote - Illinois, USA",,2026-08-07,28,54,NEW,https://job-boards.greenhouse.io/zscaler/jobs/5199287007  
ashby:notion:be119222-db73-45fb-8634-0095154fcf1d,Notion,"Enterprise Solutions Consultant, Korea",Other,"Seoul, South Korea; Remote",,2026-07-27,39,50,NEW,https://jobs.ashbyhq.com/notion/be119222-db73-45fb-8634-0095154fcf1d  
ashby:notion:d3eab521-8adb-4576-b740-905b3894a031,Notion,Commercial Solutions Consultant,Other,"Seoul, South Korea; Remote",,2026-08-06,29,50,NEW,https://jobs.ashbyhq.com/notion/d3eab521-8adb-4576-b740-905b3894a031  
ashby:notion:00960f3c-46b6-4ad5-ae6b-4175035b3cb9,Notion,Mid-Market Solutions Consultant,Other,"Seoul, South Korea; Remote",,2026-08-26,9,50,NEW,https://jobs.ashbyhq.com/notion/00960f3c-46b6-4ad5-ae6b-4175035b3cb9  
